"timestamp";"severity";"category";"thread";"logmessage"
"2019-06-23 06:48:44,216";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-4";"WFLYUT0004: Undertow 1.4.0.Final stopping"
"2019-06-23 06:48:44,251";"INFO";"org.jboss.as";"MSC service thread 1-2";"WFLYSRV0050: WildFly Full 10.1.0.Final (WildFly Core 2.2.0.Final) stopped in 151ms"
"2019-06-23 06:49:38,842";"INFO";"org.jboss.modules";"main";"JBoss Modules version 1.5.2.Final"
"2019-06-23 06:49:39,080";"INFO";"org.jboss.msc";"main";"JBoss MSC version 1.2.6.Final"
"2019-06-23 06:49:39,173";"INFO";"org.jboss.as";"MSC service thread 1-7";"WFLYSRV0049: WildFly Full 10.1.0.Final (WildFly Core 2.2.0.Final) starting"
"2019-06-23 06:49:39,173";"DEBUG";"org.jboss.as.config";"MSC service thread 1-7";"Configured system properties:"
"2019-06-23 06:49:39,189";"DEBUG";"org.jboss.as.config";"MSC service thread 1-7";"VM Arguments: -Dprogram.name=standalone.bat -Xms64M -Xmx512M -XX:MetaspaceSize=96M -XX:MaxMetaspaceSize=256m -Djava.net.preferIPv4Stack=true -Djboss.modules.system.pkgs=org.jboss.byteman -agentlib:jdwp=transport=dt_shmem,address=jboss,server=y,suspend=n -Dorg.jboss.boot.log.file=g:\Programms\wildfly-10.1.0.Final\standalone\log\server.log -Dlogging.configuration=file:g:\Programms\wildfly-10.1.0.Final\standalone\configuration/logging.properties "
"2019-06-23 06:49:40,683";"INFO";"org.jboss.as.server.deployment.scanner";"DeploymentScanner-threads - 1";"WFLYDS0004: Found csvcompare.war in deployment directory. To trigger deployment create a file called csvcompare.war.dodeploy"
"2019-06-23 06:49:41,025";"INFO";"org.jboss.as.server";"Controller Boot Thread";"WFLYSRV0039: Creating http management service using socket-binding (management-http)"
"2019-06-23 06:49:41,041";"INFO";"org.xnio";"MSC service thread 1-3";"XNIO version 3.4.0.Final"
"2019-06-23 06:49:41,056";"INFO";"org.xnio.nio";"MSC service thread 1-3";"XNIO NIO Implementation Version 3.4.0.Final"
"2019-06-23 06:49:41,119";"INFO";"org.wildfly.extension.io";"ServerService Thread Pool -- 37";"WFLYIO001: Worker 'default' has auto-configured to 8 core threads with 64 task threads based on your 4 available processors"
"2019-06-23 06:49:41,119";"INFO";"org.jboss.as.clustering.infinispan";"ServerService Thread Pool -- 38";"WFLYCLINF0001: Activating Infinispan subsystem."
"2019-06-23 06:49:41,135";"INFO";"org.jboss.as.naming";"ServerService Thread Pool -- 46";"WFLYNAM0001: Activating Naming Subsystem"
"2019-06-23 06:49:41,150";"WARN";"org.jboss.as.txn";"ServerService Thread Pool -- 54";"WFLYTX0013: Node identifier property is set to the default value. Please make sure it is unique."
"2019-06-23 06:49:41,166";"INFO";"org.jboss.as.security";"ServerService Thread Pool -- 53";"WFLYSEC0002: Activating Security Subsystem"
"2019-06-23 06:49:41,166";"INFO";"org.jboss.as.webservices";"ServerService Thread Pool -- 56";"WFLYWS0002: Activating WebServices Extension"
"2019-06-23 06:49:41,181";"INFO";"org.jboss.as.jsf";"ServerService Thread Pool -- 44";"WFLYJSF0007: Activated the following JSF Implementations: [main]"
"2019-06-23 06:49:41,197";"INFO";"org.jboss.as.connector";"MSC service thread 1-1";"WFLYJCA0009: Starting JCA Subsystem (WildFly/IronJacamar 1.3.4.Final)"
"2019-06-23 06:49:41,197";"INFO";"org.jboss.remoting";"MSC service thread 1-3";"JBoss Remoting version 4.0.21.Final"
"2019-06-23 06:49:41,197";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-6";"WFLYUT0003: Undertow 1.4.0.Final starting"
"2019-06-23 06:49:41,228";"INFO";"org.jboss.as.connector.subsystems.datasources";"ServerService Thread Pool -- 33";"WFLYJCA0004: Deploying JDBC-compliant driver class org.h2.Driver (version 1.3)"
"2019-06-23 06:49:41,306";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-2";"WFLYJCA0018: Started Driver service with driver-name = h2"
"2019-06-23 06:49:41,416";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 55";"WFLYUT0014: Creating file handler for path 'g:\Programms\wildfly-10.1.0.Final/welcome-content' with options [directory-listing: 'false', follow-symlink: 'false', case-sensitive: 'true', safe-symlink-paths: '[]']"
"2019-06-23 06:49:41,416";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-1";"WFLYUT0012: Started server default-server."
"2019-06-23 06:49:41,525";"INFO";"org.jboss.as.naming";"MSC service thread 1-6";"WFLYNAM0003: Starting Naming Service"
"2019-06-23 06:49:41,530";"INFO";"org.jboss.as.mail.extension";"MSC service thread 1-5";"WFLYMAIL0001: Bound mail session [java:jboss/mail/Default]"
"2019-06-23 06:49:41,608";"INFO";"org.jboss.as.security";"MSC service thread 1-8";"WFLYSEC0001: Current PicketBox version=4.9.6.Final"
"2019-06-23 06:49:41,687";"INFO";"org.jboss.as.ejb3";"MSC service thread 1-3";"WFLYEJB0481: Strict pool slsb-strict-max-pool is using a max instance size of 64 (per class), which is derived from thread worker pool sizing."
"2019-06-23 06:49:41,796";"INFO";"org.jboss.as.ejb3";"MSC service thread 1-5";"WFLYEJB0482: Strict pool mdb-strict-max-pool is using a max instance size of 16 (per class), which is derived from the number of CPUs on this host."
"2019-06-23 06:49:41,827";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-1";"WFLYUT0018: Host default-host starting"
"2019-06-23 06:49:42,078";"WARN";"org.jboss.as.domain.management.security";"MSC service thread 1-5";"WFLYDM0111: Keystore g:\Programms\wildfly-10.1.0.Final\standalone\configuration\application.keystore not found, it will be auto generated on first use with a self signed certificate for host localhost"
"2019-06-23 06:49:42,109";"INFO";"org.jboss.as.server.deployment.scanner";"MSC service thread 1-8";"WFLYDS0013: Started FileSystemDeploymentService for directory g:\Programms\wildfly-10.1.0.Final\standalone\deployments"
"2019-06-23 06:49:42,125";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-3";"WFLYSRV0027: Starting deployment of ""csvcompare.war"" (runtime-name: ""csvcompare.war"")"
"2019-06-23 06:49:42,125";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-6";"WFLYSRV0027: Starting deployment of ""eebatch.war"" (runtime-name: ""eebatch.war"")"
"2019-06-23 06:49:42,297";"INFO";"org.infinispan.factories.GlobalComponentRegistry";"MSC service thread 1-6";"ISPN000128: Infinispan version: Infinispan 'Chakra' 8.2.4.Final"
"2019-06-23 06:49:42,344";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 59";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:42,344";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 58";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:42,344";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 60";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:42,375";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 59";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:42,375";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 60";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:42,375";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 58";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:42,531";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-4";"WFLYUT0006: Undertow HTTP listener default listening on 127.0.0.1:8180"
"2019-06-23 06:49:42,970";"INFO";"org.jboss.as.connector.subsystems.datasources";"MSC service thread 1-4";"WFLYJCA0001: Bound data source [java:jboss/datasources/ExampleDS]"
"2019-06-23 06:49:43,205";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-1";"WFLYUT0006: Undertow HTTPS listener https listening on 127.0.0.1:8543"
"2019-06-23 06:49:43,315";"INFO";"org.jboss.ws.common.management";"MSC service thread 1-1";"JBWS022052: Starting JBossWS 5.1.5.Final (Apache CXF 3.1.6) "
"2019-06-23 06:49:43,877";"INFO";"org.jboss.weld.deployer";"MSC service thread 1-6";"WFLYWELD0003: Processing weld deployment csvcompare.war"
"2019-06-23 06:49:43,955";"INFO";"org.hibernate.validator.internal.util.Version";"MSC service thread 1-6";"HV000001: Hibernate Validator 5.2.4.Final"
"2019-06-23 06:49:44,034";"INFO";"org.jboss.weld.deployer";"MSC service thread 1-5";"WFLYWELD0003: Processing weld deployment eebatch.war"
"2019-06-23 06:49:44,096";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvQuery' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:49:44,112";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvLoad' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:49:44,112";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvStatistic' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:49:44,112";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvCompare' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:49:44,301";"INFO";"org.jboss.weld.Version";"MSC service thread 1-5";"WELD-000900: 2.3.5 (Final)"
"2019-06-23 06:49:44,317";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 58";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:44,332";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 58";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:49:44,363";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-6";"WFLYJCA0004: Deploying JDBC-compliant driver class org.h2.Driver (version 1.4)"
"2019-06-23 06:49:44,410";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-1";"WFLYJCA0018: Started Driver service with driver-name = csvcompare.war_org.h2.Driver_1_4"
"2019-06-23 06:49:44,912";"INFO";"org.jboss.as.clustering.infinispan";"ServerService Thread Pool -- 58";"WFLYCLINF0002: Started client-mappings cache from ejb container"
"2019-06-23 06:49:45,809";"INFO";"org.omnifaces.ApplicationInitializer";"ServerService Thread Pool -- 58";"Using OmniFaces version 2.7.1"
"2019-06-23 06:49:45,887";"INFO";"javax.enterprise.resource.webcontainer.jsf.config";"ServerService Thread Pool -- 59";"Initializing Mojarra 2.2.13.SP1 20160303-1204 for context '/eebatch'"
"2019-06-23 06:49:46,153";"INFO";"javax.enterprise.resource.webcontainer.jsf.config";"ServerService Thread Pool -- 58";"Initializing Mojarra 2.2.13.SP1 20160303-1204 for context '/csvcompare'"
"2019-06-23 06:49:46,843";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 58";"WFLYUT0021: Registered web context: /csvcompare"
"2019-06-23 06:49:46,843";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 59";"WFLYUT0021: Registered web context: /eebatch"
"2019-06-23 06:49:47,078";"INFO";"org.jboss.as.server";"ServerService Thread Pool -- 34";"WFLYSRV0010: Deployed ""eebatch.war"" (runtime-name : ""eebatch.war"")"
"2019-06-23 06:49:47,078";"INFO";"org.jboss.as.server";"ServerService Thread Pool -- 34";"WFLYSRV0010: Deployed ""csvcompare.war"" (runtime-name : ""csvcompare.war"")"
"2019-06-23 06:49:47,219";"INFO";"org.jboss.as";"Controller Boot Thread";"WFLYSRV0060: Http management interface listening on http://127.0.0.1:10090/management"
"2019-06-23 06:49:47,219";"INFO";"org.jboss.as";"Controller Boot Thread";"WFLYSRV0051: Admin console listening on http://127.0.0.1:10090"
"2019-06-23 06:49:47,219";"INFO";"org.jboss.as";"Controller Boot Thread";"WFLYSRV0025: WildFly Full 10.1.0.Final (WildFly Core 2.2.0.Final) started in 8830ms - Started 620 of 862 services (415 services are lazy, passive or on-demand)"
"2019-06-23 06:49:57,967";"ERROR";"org.jboss.as.ejb3.invocation";"default task-16";"WFLYEJB0034: EJB Invocation failed on component CsvStatistic for method public java.util.List org.huberb.csvcompare.war.service.CsvStatistic.queryData(java.lang.String) throws java.sql.SQLException,java.io.IOException: javax.ejb.EJBException: java.lang.UnsupportedOperationException"
"2019-06-23 06:49:58,002";"WARNING";"javax.enterprise.resource.webcontainer.jsf.lifecycle";"default task-16";"#{csvStatisticController.queryAction()}: javax.ejb.EJBException: java.lang.UnsupportedOperationException: javax.faces.FacesException: #{csvStatisticController.queryAction()}: javax.ejb.EJBException: java.lang.UnsupportedOperationException"
"2019-06-23 06:49:58,059";"FATAL";"javax.enterprise.resource.webcontainer.jsf.context";"default task-16";"JSF1073: javax.faces.FacesException caught during processing of INVOKE_APPLICATION 5 : UIComponent-ClientId=, Message=#{csvStatisticController.queryAction()}: javax.ejb.EJBException: java.lang.UnsupportedOperationException"
"2019-06-23 06:49:58,067";"FATAL";"javax.enterprise.resource.webcontainer.jsf.context";"default task-16";"#{csvStatisticController.queryAction()}: javax.ejb.EJBException: java.lang.UnsupportedOperationException: javax.faces.FacesException: #{csvStatisticController.queryAction()}: javax.ejb.EJBException: java.lang.UnsupportedOperationException"
"2019-06-23 06:51:52,672";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-4";"WFLYJCA0019: Stopped Driver service with driver-name = csvcompare.war_org.h2.Driver_1_4"
"2019-06-23 06:51:52,687";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 65";"WFLYUT0022: Unregistered web context: /csvcompare"
"2019-06-23 06:51:52,986";"INFO";"org.jboss.as.clustering.infinispan";"ServerService Thread Pool -- 76";"WFLYCLINF0003: Stopped client-mappings cache from ejb container"
"2019-06-23 06:51:52,986";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-1";"WFLYSRV0028: Stopped deployment csvcompare.war (runtime-name: csvcompare.war) in 319ms"
"2019-06-23 06:51:53,049";"WARN";"org.jboss.as.controller";"DeploymentScanner-threads - 1";"WFLYCTL0357: Notification of type deployment-undeployed is not described for the resource at the address []"
"2019-06-23 06:51:53,049";"INFO";"org.jboss.as.server";"DeploymentScanner-threads - 1";"WFLYSRV0009: Undeployed ""csvcompare.war"" (runtime-name: ""csvcompare.war"")"
"2019-06-23 06:51:58,081";"INFO";"org.jboss.as.server.deployment.scanner";"DeploymentScanner-threads - 1";"WFLYDS0004: Found csvcompare.war in deployment directory. To trigger deployment create a file called csvcompare.war.dodeploy"
"2019-06-23 06:52:08,147";"INFO";"org.jboss.as.server.deployment.scanner";"DeploymentScanner-threads - 2";"WFLYDS0004: Found csvcompare.war in deployment directory. To trigger deployment create a file called csvcompare.war.dodeploy"
"2019-06-23 06:52:08,163";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-2";"WFLYSRV0027: Starting deployment of ""csvcompare.war"" (runtime-name: ""csvcompare.war"")"
"2019-06-23 06:52:08,587";"INFO";"org.jboss.weld.deployer";"MSC service thread 1-6";"WFLYWELD0003: Processing weld deployment csvcompare.war"
"2019-06-23 06:52:08,602";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvQuery' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:52:08,602";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvLoad' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:52:08,602";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvStatistic' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:52:08,602";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-6";"WFLYEJB0473: JNDI bindings for session bean named 'CsvCompare' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 06:52:08,665";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 76";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:52:08,680";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 76";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 06:52:08,680";"INFO";"org.jboss.as.clustering.infinispan";"ServerService Thread Pool -- 76";"WFLYCLINF0002: Started client-mappings cache from ejb container"
"2019-06-23 06:52:08,715";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-6";"WFLYJCA0004: Deploying JDBC-compliant driver class org.h2.Driver (version 1.4)"
"2019-06-23 06:52:08,716";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-8";"WFLYJCA0018: Started Driver service with driver-name = csvcompare.war_org.h2.Driver_1_4"
"2019-06-23 06:52:09,029";"INFO";"org.omnifaces.ApplicationInitializer";"ServerService Thread Pool -- 72";"Using OmniFaces version 2.7.1"
"2019-06-23 06:52:09,076";"INFO";"javax.enterprise.resource.webcontainer.jsf.config";"ServerService Thread Pool -- 72";"Initializing Mojarra 2.2.13.SP1 20160303-1204 for context '/csvcompare'"
"2019-06-23 06:52:09,349";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 72";"WFLYUT0021: Registered web context: /csvcompare"
"2019-06-23 06:52:09,379";"INFO";"org.jboss.as.server";"DeploymentScanner-threads - 1";"WFLYSRV0010: Deployed ""csvcompare.war"" (runtime-name : ""csvcompare.war"")"
"2019-06-23 06:52:15,642";"WARNING";"javax.enterprise.resource.webcontainer.jsf.lifecycle";"default task-24";"#{csvStatisticController.queryAction()}: org.h2.jdbc.JdbcSQLSyntaxErrorException: Column ""VON"" not found; SQL statement:"
"2019-06-23 06:52:15,692";"FATAL";"javax.enterprise.resource.webcontainer.jsf.context";"default task-24";"JSF1073: javax.faces.FacesException caught during processing of INVOKE_APPLICATION 5 : UIComponent-ClientId=, Message=#{csvStatisticController.queryAction()}: org.h2.jdbc.JdbcSQLSyntaxErrorException: Column ""VON"" not found; SQL statement:"
"2019-06-23 06:52:15,708";"FATAL";"javax.enterprise.resource.webcontainer.jsf.context";"default task-24";"#{csvStatisticController.queryAction()}: org.h2.jdbc.JdbcSQLSyntaxErrorException: Column ""VON"" not found; SQL statement:"
"2019-06-23 06:52:35,776";"WARNING";"javax.enterprise.resource.webcontainer.jsf.lifecycle";"default task-42";"#{csvStatisticController.queryAction()}: org.h2.jdbc.JdbcSQLSyntaxErrorException: Column ""VON"" not found; SQL statement:"
"2019-06-23 06:52:35,827";"FATAL";"javax.enterprise.resource.webcontainer.jsf.context";"default task-42";"JSF1073: javax.faces.FacesException caught during processing of INVOKE_APPLICATION 5 : UIComponent-ClientId=, Message=#{csvStatisticController.queryAction()}: org.h2.jdbc.JdbcSQLSyntaxErrorException: Column ""VON"" not found; SQL statement:"
"2019-06-23 06:52:35,829";"FATAL";"javax.enterprise.resource.webcontainer.jsf.context";"default task-42";"#{csvStatisticController.queryAction()}: org.h2.jdbc.JdbcSQLSyntaxErrorException: Column ""VON"" not found; SQL statement:"
"2019-06-23 06:53:04,678";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-6";"WFLYJCA0019: Stopped Driver service with driver-name = csvcompare.war_org.h2.Driver_1_4"
"2019-06-23 06:53:04,678";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 77";"WFLYUT0022: Unregistered web context: /csvcompare"
"2019-06-23 06:53:04,944";"INFO";"org.jboss.as.clustering.infinispan";"ServerService Thread Pool -- 87";"WFLYCLINF0003: Stopped client-mappings cache from ejb container"
"2019-06-23 06:53:04,944";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-6";"WFLYSRV0028: Stopped deployment csvcompare.war (runtime-name: csvcompare.war) in 271ms"
"2019-06-23 06:53:04,975";"WARN";"org.jboss.as.controller";"DeploymentScanner-threads - 2";"WFLYCTL0357: Notification of type deployment-undeployed is not described for the resource at the address []"
